row_index,wav_path,speaker_id,gender,nativeness,reference_raw,reference_norm,prediction_base_raw,prediction_ablated_raw,prediction_base_norm,prediction_ablated_norm,wer_base,wer_ablated,wer_delta,cer_base,cer_ablated,cer_delta,ablation_layer,error,transcript_path,reference_fixed_raw,transcript_error,reference_fixed_norm,prediction_base_norm_fixed,prediction_ablated_norm_fixed,wer_base_fixed,wer_ablated_fixed,wer_delta_fixed,cer_base_fixed,cer_ablated_fixed,cer_delta_fixed
3617,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence8/Sp18_M_S8_2.wav,NN_Sp18_M,M,non_native,8,8, قل أعوذ برب الفلق من شر ما خلق, قل أعوذ برب الفلق من شر ما خلق,قل اعوذ برب الفلق من شر ما خلق,قل اعوذ برب الفلق من شر ما خلق,8.0,8.0,0.0,30.0,30.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S8.txt,قل أعوذ برب الفلق من شر ما خلق,,قل اعوذ برب الفلق من شر ما خلق,قل اعوذ برب الفلق من شر ما خلق,قل اعوذ برب الفلق من شر ما خلق,0.0,0.0,0.0,0.0,0.0,0.0
3618,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence9/Sp18_M_S9_3.wav,NN_Sp18_M,M,non_native,9,9, صلى الله على نبينا محمد وعلى عاله وصحبه أجمعين, صلى الله على نبينا محمد وعلى عاله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,9.0,9.0,0.0,46.0,46.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,0.45454545454545453,0.45454545454545453,0.0,0.06382978723404255,0.06382978723404255,0.0
3619,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence9/Sp18_M_S9_2.wav,NN_Sp18_M,M,non_native,9,9, صلى الله على نبينا محمد وعلى عاله وصحبه أجمعين, صلى الله على نبينا محمد وعلى عاله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,9.0,9.0,0.0,46.0,46.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي عاله وصحبه اجمعين,0.45454545454545453,0.45454545454545453,0.0,0.06382978723404255,0.06382978723404255,0.0
3620,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence9/Sp18_M_S9_5.wav,NN_Sp18_M,M,non_native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
3621,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence9/Sp18_M_S9_1.wav,NN_Sp18_M,M,non_native,9,9, صلى الله على نبينا محمد وعلى آله وصحابه أجمعين, صلى الله على نبينا محمد وعلى آله وصحابه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحابه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحابه اجمعين,9.0,9.0,0.0,46.0,46.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحابه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحابه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.06382978723404255,0.06382978723404255,0.0
3622,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence9/Sp18_M_S9_4.wav,NN_Sp18_M,M,non_native,9,9, سل الله على نبينا محمد وعلى آله وصحبه أجمعين, سل الله على نبينا محمد وعلى آله وصحبه أجمعين,سل الله علي نبينا محمد وعلي اله وصحبه اجمعين,سل الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,44.0,44.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,سل الله علي نبينا محمد وعلي اله وصحبه اجمعين,سل الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.45454545454545453,0.45454545454545453,0.0,0.0851063829787234,0.0851063829787234,0.0
3623,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence7/Sp18_M_S7_4.wav,NN_Sp18_M,M,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
3624,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence7/Sp18_M_S7_2.wav,NN_Sp18_M,M,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
3625,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence7/Sp18_M_S7_5.wav,NN_Sp18_M,M,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
3626,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence7/Sp18_M_S7_1.wav,NN_Sp18_M,M,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
3627,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence7/Sp18_M_S7_3.wav,NN_Sp18_M,M,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
3628,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence4/Sp18_M_S4_2.wav,NN_Sp18_M,M,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
3629,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence4/Sp18_M_S4_5.wav,NN_Sp18_M,M,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
3630,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence4/Sp18_M_S4_3.wav,NN_Sp18_M,M,non_native,4,4, غير المغضوب عليه ولا الضالين, غير المغضوب عليه ولا الضالين,غير المغضوب عليه ولا الضالين,غير المغضوب عليه ولا الضالين,5.0,5.0,0.0,28.0,28.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليه ولا الضالين,غير المغضوب عليه ولا الضالين,0.5,0.5,0.0,0.06666666666666667,0.06666666666666667,0.0
3631,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence4/Sp18_M_S4_4.wav,NN_Sp18_M,M,non_native,4,4, غير المغضوب عليه وللضالين, غير المغضوب عليه وللضالين,غير المغضوب عليه وللضالين,غير المغضوب عليه وللضالين,4.0,4.0,0.0,25.0,25.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليه وللضالين,غير المغضوب عليه وللضالين,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
3632,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence4/Sp18_M_S4_1.wav,NN_Sp18_M,M,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
3633,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence2/Sp18_M_S2_2.wav,NN_Sp18_M,M,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
3634,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence2/Sp18_M_S2_5.wav,NN_Sp18_M,M,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
3635,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence2/Sp18_M_S2_1.wav,NN_Sp18_M,M,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
3636,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence2/Sp18_M_S2_4.wav,NN_Sp18_M,M,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
3637,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker18/sentence2/Sp18_M_S2_3.wav,NN_Sp18_M,M,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp18_M_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
3638,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence3/Sp19_M_S3_5.wav,NN_Sp19_M,M,non_native,3,3, شرات الذين أنعمت عليهم, شرات الذين أنعمت عليهم,شرات الذين انعمت عليهم,شرات الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,شرات الذين انعمت عليهم,شرات الذين انعمت عليهم,0.25,0.25,0.0,0.09090909090909091,0.09090909090909091,0.0
3639,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence3/Sp19_M_S3_4.wav,NN_Sp19_M,M,non_native,3,3, شراط الذين أنأمت عليهم, شراط الذين أنأمت عليهم,شراط الذين انامت عليهم,شراط الذين انامت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,شراط الذين انامت عليهم,شراط الذين انامت عليهم,0.5,0.5,0.0,0.09090909090909091,0.09090909090909091,0.0
3640,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence3/Sp19_M_S3_1.wav,NN_Sp19_M,M,non_native,3,3, شرات الذين أنت عليهم, شرات الذين أنت عليهم,شرات الذين انت عليهم,شرات الذين انت عليهم,4.0,4.0,0.0,20.0,20.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,شرات الذين انت عليهم,شرات الذين انت عليهم,0.5,0.5,0.0,0.18181818181818182,0.18181818181818182,0.0
3641,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence3/Sp19_M_S3_2.wav,NN_Sp19_M,M,non_native,3,3, سراط الذين أنعمت عليهم, سراط الذين أنعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,0.25,0.25,0.0,0.045454545454545456,0.045454545454545456,0.0
3642,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence3/Sp19_M_S3_3.wav,NN_Sp19_M,M,non_native,3,3, شراد الذين أنعمت عليهم, شراد الذين أنأمت عليهم,شراد الذين انعمت عليهم,شراد الذين انامت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,شراد الذين انعمت عليهم,شراد الذين انامت عليهم,0.25,0.5,0.25,0.09090909090909091,0.13636363636363635,0.04545454545454544
3643,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence5/Sp19_M_S5_2.wav,NN_Sp19_M,M,non_native,5,5, تراهم ركاء سجاد يبتعون فضل من الله وردوانا, تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,8.0,8.0,0.0,42.0,42.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,0.6666666666666666,0.6666666666666666,0.0,0.18181818181818182,0.18181818181818182,0.0
3644,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence5/Sp19_M_S5_4.wav,NN_Sp19_M,M,non_native,5,5, تراهم ركاء سجاد يبدعون فضل من الله وردوانا, تراهم ركاء سجاد يبدعون فضل من الله وردوانا,تراهم ركاء سجاد يبدعون فضل من الله وردوانا,تراهم ركاء سجاد يبدعون فضل من الله وردوانا,8.0,8.0,0.0,42.0,42.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركاء سجاد يبدعون فضل من الله وردوانا,تراهم ركاء سجاد يبدعون فضل من الله وردوانا,0.6666666666666666,0.6666666666666666,0.0,0.20454545454545456,0.20454545454545456,0.0
3645,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence5/Sp19_M_S5_5.wav,NN_Sp19_M,M,non_native,5,5, تراهم ركاء سجالا يبتخون فضلا من الله وردوانا, تراهم ركاء سجالا يبتخون فضلا من الله وردوانا,تراهم ركاء سجالا يبتخون فضلا من الله وردوانا,تراهم ركاء سجالا يبتخون فضلا من الله وردوانا,8.0,8.0,0.0,44.0,44.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركاء سجالا يبتخون فضلا من الله وردوانا,تراهم ركاء سجالا يبتخون فضلا من الله وردوانا,0.5555555555555556,0.5555555555555556,0.0,0.1590909090909091,0.1590909090909091,0.0
3646,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence5/Sp19_M_S5_1.wav,NN_Sp19_M,M,non_native,5,5, تراهم ركاء سجاد يبتعون فضل من الله وردوانا, تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,8.0,8.0,0.0,42.0,42.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,تراهم ركاء سجاد يبتعون فضل من الله وردوانا,0.6666666666666666,0.6666666666666666,0.0,0.18181818181818182,0.18181818181818182,0.0
3647,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence5/Sp19_M_S5_3.wav,NN_Sp19_M,M,non_native,5,5, ترى أمرك أن سجادا يبتعون فضلا من الله وردوانا, ترى أمرك أن سجادا يبتعون فضلا من الله وردوانا,تري امرك ان سجادا يبتعون فضلا من الله وردوانا,تري امرك ان سجادا يبتعون فضلا من الله وردوانا,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تري امرك ان سجادا يبتعون فضلا من الله وردوانا,تري امرك ان سجادا يبتعون فضلا من الله وردوانا,0.7777777777777778,0.7777777777777778,0.0,0.22727272727272727,0.22727272727272727,0.0
3648,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence6/Sp19_M_S6_2.wav,NN_Sp19_M,M,non_native,6,6, وَأَدَّى اللَّهُ الَّذِينَ آمَنُوا وَآمِلُوا الصَّالِهَاتِ, وَأَدَّى اللَّهُ الَّذِينَ آمَنُوا وَآمِلُوا الصَّالِهَاتِ,وادي الله الذين امنوا واملوا الصالهات,وادي الله الذين امنوا واملوا الصالهات,6.0,6.0,0.0,37.0,37.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وادي الله الذين امنوا واملوا الصالهات,وادي الله الذين امنوا واملوا الصالهات,0.5714285714285714,0.5714285714285714,0.0,0.13513513513513514,0.13513513513513514,0.0
3649,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence6/Sp19_M_S6_1.wav,NN_Sp19_M,M,non_native,6,6, وأدى الله الذين آمنوا وآملوا الصالحات, وأدى الله الذين آمنوا وآملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,6.0,6.0,0.0,37.0,37.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,0.42857142857142855,0.42857142857142855,0.0,0.10810810810810811,0.10810810810810811,0.0
3650,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence6/Sp19_M_S6_3.wav,NN_Sp19_M,M,non_native,6,6, وعد الله الذين آمنوا وآملوا الصالحات, وعد الله الذين آمنوا وآملوا الصالحات,وعد الله الذين امنوا واملوا الصالحات,وعد الله الذين امنوا واملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا واملوا الصالحات,وعد الله الذين امنوا واملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.05405405405405406,0.05405405405405406,0.0
3651,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence6/Sp19_M_S6_4.wav,NN_Sp19_M,M,non_native,6,6, وأدى الله الذين آمنوا وآملوا الصالحات, وأدى الله الذين آمنوا وآملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,6.0,6.0,0.0,37.0,37.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,0.42857142857142855,0.42857142857142855,0.0,0.10810810810810811,0.10810810810810811,0.0
3652,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/speaker19/sentence6/Sp19_M_S6_5.wav,NN_Sp19_M,M,non_native,6,6, وأدى الله الذين آمنوا وأملوا الصالحات, وأدى الله الذين آمنوا وأملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,6.0,6.0,0.0,37.0,37.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Males/transcript/Sp19_M_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,وادي الله الذين امنوا واملوا الصالحات,0.42857142857142855,0.42857142857142855,0.0,0.10810810810810811,0.10810810810810811,0.0
